client_id,captured_at,stored_at,source,flex_timestamp,flex_ch0_raw,flex_ch0_volt,flex_ch1_raw,flex_ch1_volt,flex_ch2_raw,flex_ch2_volt,flex_ch3_raw,flex_ch3_volt,flex_ch4_raw,flex_ch4_volt,flex_prediction,flex_values,mediapipe_prediction,mediapipe_frame
5,2026-06-21T19:11:52.401Z,2026-06-21T19:11:52.777110+00:00,continuous,2026-06-16 14:13:36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""gesture"": null, ""confidence"": null, ""classId"": null}","{""timestamp"": ""2026-06-16 14:13:36"", ""ch0_raw"": 0, ""ch0_volt"": 0.0, ""ch1_raw"": 0, ""ch1_volt"": 0.0, ""ch2_raw"": 0, ""ch2_volt"": 0.0, ""ch3_raw"": 0, ""ch3_volt"": 0.0, ""ch4_raw"": 0, ""ch4_volt"": 0.0, ""target"": 1000}",{},{}
