client_id,captured_at,stored_at,source,flex_timestamp,flex_ch0_raw,flex_ch0_volt,flex_ch1_raw,flex_ch1_volt,flex_ch2_raw,flex_ch2_volt,flex_ch3_raw,flex_ch3_volt,flex_ch4_raw,flex_ch4_volt,flex_prediction,flex_values,mediapipe_prediction,mediapipe_frame
1,2026-05-15T11:54:30.445Z,2026-05-15T11:54:30.450658+00:00,continuous,2026-05-15 17:24:30,17360,0.8677,19090,0.958,19090,0.9613,14926,0.7484,16528,0.8355,"{""gesture"": ""stop"", ""confidence"": 0.85, ""classId"": 6}","{""timestamp"": ""2026-05-15 17:24:28"", ""ch0_raw"": 17296, ""ch0_volt"": 0.8677, ""ch1_raw"": 19154, ""ch1_volt"": 0.9677, ""ch2_raw"": 19090, ""ch2_volt"": 0.9613, ""ch3_raw"": 14926, ""ch3_volt"": 0.7484, ""ch4_raw"": 16464, ""ch4_volt"": 0.8355, ""target"": 1000}","{""gesture"": ""stop"", ""confidence"": 0.63}","{""gesture"": ""stop"", ""confidence"": 0.63, ""bbox"": [6, 58, 371, 416], ""timestamp"": ""2026-05-15T11:54:28.850Z""}"
